20130824	54574111.0
20130825	17586501.0
20130826	52044963.0
20130827	49273164.0
20130820	51304276.0
20130821	45762636.0
20130822	26545809.0
20130823	33855284.0
20130828	57249467.0
20130829	31008331.0
20130718	27609385.0
20130719	126301368.0
20130712	23202473.0
20130713	19218553.0
20130710	42210154.0
20130711	29843023.0
20130716	26323198.0
20130717	28834269.0
20130714	101209093.0
20130715	106271409.0
20140827	227515169.0
20140826	241046273.0
20140825	283116043.0
20140824	134164401.0
20140823	154613502.0
20140822	182566127.0
20140821	234392568.0
20140820	209205785.0
20140829	214114844.0
20140828	240376956.0
20130910	81305151.0
20130911	93077458.0
20130912	50035862.0
20140217	675485671.0
20130914	34379286.0
20130915	38956366.0
20130916	104399397.0
20130917	75209349.0
20130918	41969227.0
20130919	40861546.0
20140218	422741202.0
20140219	642931201.0
20140528	268930576.0
20140529	339227554.0
20140526	266803815.0
20140527	249676185.0
20140524	141641047.0
20140525	169866612.0
20140522	273390048.0
20140523	200156003.0
20140520	286615315.0
20140521	241015636.0
20140328	223771699.0
20140329	194925803.0
20140625	271335080.0
20140320	302584612.0
20140321	274386390.0
20140322	145506447.0
20140323	167604758.0
20140324	330726069.0
20140325	337425152.0
20140326	426653122.0
20140327	266160879.0
20140624	298405851.0
20140131	90124260.0
20140130	242566772.0
20131104	134705147.0
20140628	181197896.0
20131106	177181307.0
20131107	219191421.0
20131101	90052647.0
20131102	60697754.0
20131103	109705314.0
20140621	186364721.0
20140620	226974141.0
20140623	304220528.0
20140622	143403001.0
20131108	249304249.0
20131109	123652022.0
20140627	186455771.0
20140626	223576983.0
20130913	48041116.0
20131206	198597129.0
20140210	632298767.0
20140211	670470102.0
20140401	424784984.0
20140403	301858010.0
20140402	418550858.0
20140405	171320519.0
20140404	235574221.0
20140407	237413785.0
20140406	132973045.0
20140409	465391689.0
20140408	360613734.0
20140213	461212821.0
20140225	713994252.0
20140719	153934641.0
20140718	191967546.0
20130920	33601331.0
20140715	299355385.0
20140714	246080213.0
20140717	254493213.0
20140716	277080654.0
20140711	233743113.0
20140710	277110154.0
20140713	142610813.0
20140712	149584303.0
20140226	486006154.0
20131209	214664521.0
20131208	127532403.0
20131207	116093484.0
20130925	107206248.0
20131205	152989262.0
20131204	253181565.0
20131203	176533224.0
20131202	207768089.0
20131201	179080325.0
20140220	527167832.0
20130927	51076556.0
20130926	49684160.0
20140202	86649833.0
20131027	58360160.0
20131026	89152724.0
20131025	72866681.0
20131024	78253878.0
20131023	91267273.0
20131022	79936840.0
20131021	92303765.0
20131020	78146352.0
20140104	155828144.0
20140105	321343539.0
20140106	371683914.0
20140107	339901798.0
20140101	335862570.0
20131029	147891369.0
20131028	175987478.0
20140201	101183694.0
20140724	257332381.0
20140725	203397102.0
20140726	198457820.0
20140727	162389176.0
20140720	174324225.0
20140721	241509367.0
20140722	222479621.0
20130830	29172174.0
20140728	253136439.0
20140729	325692942.0
20140818	280533543.0
20140819	236052637.0
20130709	18623071.0
20130708	98730828.0
20130705	16129924.0
20130704	32111643.0
20130707	15516443.0
20130706	16179865.0
20130701	22533121.0
20140817	161198309.0
20140814	248894735.0
20130702	29624840.0
20140610	389636668.0
20140611	311384505.0
20130901	60276302.0
20140613	256177180.0
20140614	148539864.0
20130906	38650095.0
20140616	336917078.0
20140617	324524255.0
20140618	266480068.0
20140619	282577514.0
20130909	55565482.0
20130908	24810658.0
20140209	336607101.0
20140208	315242286.0
20140531	128370165.0
20140530	248860973.0
20140227	537812517.0
20140430	232262878.0
20140331	377931423.0
20140330	161565264.0
20140708	237821679.0
20140312	317050657.0
20130819	48319110.0
20140314	319556555.0
20140813	262139305.0
20140319	295342178.0
20140703	205360896.0
20140830	183547267.0
20140831	205369438.0
20131117	98492364.0
20131116	85621804.0
20131115	116112820.0
20131114	148622821.0
20131113	158376990.0
20131112	173549641.0
20131111	143416540.0
20131110	158993537.0
20130811	42840984.0
20130814	39066415.0
20131119	165943591.0
20131118	145222355.0
20130813	45856548.0
20140705	162447667.0
20130730	35410500.0
20130731	122942064.0
20130816	54635823.0
20140207	621409043.0
20140508	353562072.0
20140509	265472393.0
20131230	286491118.0
20131231	326974771.0
20140501	197451051.0
20140502	129869154.0
20140503	229609301.0
20140504	297192156.0
20140505	425987710.0
20140506	323536443.0
20140507	406395515.0
20140206	225661839.0
20130810	44403831.0
20140205	162119647.0
20140519	347718384.0
20131226	187935531.0
20140203	85303404.0
20130930	49151321.0
20131229	173772752.0
20140516	254644568.0
20131018	80573607.0
20131019	47140830.0
20131012	95312628.0
20131013	40381173.0
20131010	93642539.0
20131011	68845671.0
20131016	156977224.0
20131017	73354575.0
20131014	158158044.0
20131015	108776071.0
20140119	301523785.0
20140118	184240864.0
20140117	262046075.0
20140116	490563564.0
20140115	233318844.0
20140114	337203610.0
20140113	292143045.0
20140112	192128885.0
20140111	178289447.0
20140110	296993855.0
20140731	228056623.0
20140730	239088792.0
20140809	146751994.0
20140808	228097887.0
20140805	311680953.0
20140804	254890053.0
20140807	256485155.0
20140806	269143684.0
20140801	378242546.0
20140803	154077981.0
20140802	152120792.0
20140603	285424724.0
20140602	176770324.0
20140601	143942297.0
20140607	155141863.0
20140606	255880246.0
20140605	309000179.0
20140604	275697613.0
20140609	442360742.0
20140608	181144835.0
20140429	303772841.0
20140428	285236269.0
20140423	262963640.0
20140422	268322472.0
20140421	381369739.0
20140420	161634908.0
20140427	167611543.0
20140426	184640194.0
20140425	320373050.0
20140424	203798291.0
20140108	271765172.0
20140109	345036273.0
20130808	44702970.0
20130809	46197838.0
20140308	215355021.0
20140309	296559440.0
20140306	495755683.0
20130803	31370682.0
20140304	521644375.0
20140305	497668868.0
20140302	275779265.0
20140303	523895828.0
20130804	45251520.0
20130805	51533056.0
20140102	301179400.0
20140103	291336871.0
20140702	301263008.0
20131128	152510165.0
20131129	144836611.0
20131122	139140591.0
20131123	85234876.0
20131120	149019647.0
20131121	236672974.0
20131126	181397027.0
20131127	152083973.0
20131124	97522283.0
20131125	188023955.0
20130831	27720016.0
20140723	281820273.0
20130802	73104389.0
20140307	492623841.0
20130727	31021548.0
20130726	25835746.0
20130725	123922858.0
20130724	29405789.0
20130723	25115410.0
20130722	37844074.0
20130721	81375803.0
20130720	20662791.0
20130806	27348705.0
20130729	59130418.0
20130728	26260152.0
20140301	215356482.0
20131225	153343940.0
20131224	182690432.0
20131227	173898861.0
20140518	161097108.0
20131221	91445173.0
20131220	131176893.0
20131223	190330016.0
20131222	140558599.0
20140513	362372059.0
20140512	285228437.0
20140511	208480221.0
20140510	227672886.0
20140517	116291491.0
20131228	199852196.0
20140515	303286621.0
20140514	290208996.0
20140812	260705801.0
20130801	61905830.0
20140810	164174384.0
20140811	284695009.0
20140214	522331058.0
20140816	158553438.0
20130703	22525940.0
20140815	268968079.0
20140215	305214647.0
20130807	24953363.0
20140216	361250311.0
20131009	67339813.0
20131008	115047417.0
20131005	21245166.0
20131004	22868589.0
20131007	56730939.0
20131006	40318288.0
20131001	22858568.0
20131003	7251212.0
20131002	15700008.0
20140122	462593233.0
20130903	58345539.0
20140120	312028349.0
20140121	337095722.0
20140126	446945594.0
20140127	715461017.0
20140124	450511317.0
20130902	42168974.0
20140128	870587680.0
20140129	1183825013.0
20140612	267188252.0
20140204	92866528.0
20130907	49801798.0
20140615	201999390.0
20140629	171945311.0
20130905	42500904.0
20131105	170112074.0
20130904	55301172.0
20140212	551106906.0
20130929	76038490.0
20130928	46758852.0
20140228	420504763.0
20130921	61641978.0
20140224	595170010.0
20130923	37338427.0
20130922	59188234.0
20140221	394746918.0
20130924	56008378.0
20140223	308396249.0
20140222	235659822.0
20140630	331665096.0
20140418	297030419.0
20140419	131860659.0
20140416	344518277.0
20140417	268273324.0
20140414	359340606.0
20140415	337278983.0
20140412	198643801.0
20140413	202424482.0
20140410	325897532.0
20140411	275556141.0
20140311	488913889.0
20140310	533357693.0
20140313	438410772.0
20140709	254180106.0
20140315	201137958.0
20130818	45069353.0
20140317	411958428.0
20140316	219592025.0
20130815	29238678.0
20140318	302616910.0
20130817	15688245.0
20140701	379361211.0
20140706	163090528.0
20140707	330300280.0
20140704	221546458.0
20130812	33901418.0
20131218	190985922.0
20131219	144026114.0
20131214	134839018.0
20131215	119396143.0
20131216	188230089.0
20131217	212780998.0
20131210	281121012.0
20131211	316266609.0
20131212	172183635.0
20131213	146722615.0
20140123	294368520.0
20131130	94687796.0
20131030	123495252.0
20131031	105655220.0
