20130701	1238748.0
20130702	3215499.0
20130703	4385918.0
20130704	12845583.0
20130705	2551703.0
20130706	2289341.0
20130707	4363341.0
20130708	15888356.0
20130709	11374271.0
20130710	18319144.0
20130711	2158990.0
20130712	4829301.0
20130713	2218978.0
20130714	3375744.0
20130715	25375610.0
20130716	32164805.0
20130717	26631817.0
20130718	8142301.0
20130719	3413665.0
20130720	4557888.0
20130721	7068179.0
20130722	9073308.0
20130723	8675669.0
20130724	9348626.0
20130725	62652056.0
20130726	11721842.0
20130727	5723416.0
20130728	32887218.0
20130729	14375762.0
20130730	16427906.0
20130731	13151366.0
20130801	6159040.0
20130802	20410883.0
20130803	24942267.0
20130804	16648439.0
20130805	123111835.0
20130806	23304219.0
20130807	13675014.0
20130808	10561475.0
20130809	15546146.0
20130810	41942573.0
20130811	5443051.0
20130812	43533052.0
20130813	29325894.0
20130814	23721318.0
20130815	21981558.0
20130816	58314359.0
20130817	51457176.0
20130818	35585574.0
20130819	27409347.0
20130820	27002747.0
20130821	18370111.0
20130822	18620771.0
20130823	16009856.0
20130824	14426635.0
20130825	12426430.0
20130826	16794905.0
20130827	23573930.0
20130828	68685109.0
20130829	29996101.0
20130830	17631447.0
20130831	12893797.0
20130901	18155299.0
20130902	27437595.0
20130903	20886668.0
20130904	23688242.0
20130905	17937329.0
20130906	22744929.0
20130907	17830433.0
20130908	19393890.0
20130909	22529834.0
20130910	61880908.0
20130911	45646088.0
20130912	16797004.0
20130913	10624127.0
20130914	22263774.0
20130915	17385227.0
20130916	14276435.0
20130917	21022169.0
20130918	17777697.0
20130919	11095259.0
20130920	15710134.0
20130921	23219290.0
20130922	75805107.0
20130923	26564396.0
20130924	26722196.0
20130925	54563516.0
20130926	32334604.0
20130927	21422361.0
20130928	37660670.0
20130929	77461238.0
20130930	34100714.0
20131001	8869210.0
20131002	10393202.0
20131003	14700007.0
20131004	12046540.0
20131005	13019900.0
20131006	14733990.0
20131007	82606688.0
20131008	60758100.0
20131009	26611167.0
20131010	36132959.0
20131011	31646212.0
20131012	36724035.0
20131013	46888025.0
20131014	41243215.0
20131015	58286788.0
20131016	40682099.0
20131017	45517673.0
20131018	29644051.0
20131019	12115532.0
20131020	27240757.0
20131021	86625521.0
20131022	29426313.0
20131023	36092748.0
20131024	69717843.0
20131025	62677596.0
20131026	27504517.0
20131027	25646394.0
20131028	67747746.0
20131029	52687221.0
20131030	63435426.0
20131031	93841828.0
20131101	46678116.0
20131102	21879168.0
20131103	33749172.0
20131104	108318485.0
20131105	128585154.0
20131106	131796343.0
20131107	149424128.0
20131108	99248361.0
20131109	59247170.0
20131110	123840519.0
20131111	246064757.0
20131112	74456493.0
20131113	54302781.0
20131114	42611824.0
20131115	44380574.0
20131116	38584607.0
20131117	35055232.0
20131118	65817333.0
20131119	60013853.0
20131120	83122720.0
20131121	75803920.0
20131122	66623532.0
20131123	88449004.0
20131124	60355364.0
20131125	91230946.0
20131126	79919049.0
20131127	178457547.0
20131128	107063218.0
20131129	96242909.0
20131130	76461088.0
20131201	95291329.0
20131202	107045755.0
20131203	105284341.0
20131204	91187713.0
20131205	75925859.0
20131206	92725974.0
20131207	53512763.0
20131208	53648650.0
20131209	152407205.0
20131210	78077384.0
20131211	126368276.0
20131212	117455386.0
20131213	83443683.0
20131214	73250223.0
20131215	59674345.0
20131216	86266515.0
20131217	109073593.0
20131218	91560802.0
20131219	112370684.0
20131220	148188232.0
20131221	59536553.0
20131222	56877147.0
20131223	179886396.0
20131224	133342747.0
20131225	212312830.0
20131226	146764679.0
20131227	252417542.0
20131228	101848650.0
20131229	74663175.0
20131230	103985798.0
20131231	113254499.0
20140101	77073258.0
20140102	124541441.0
20140103	115361983.0
20140104	71718874.0
20140105	106824899.0
20140106	139233405.0
20140107	110203644.0
20140108	115536959.0
20140109	121195295.0
20140110	119859597.0
20140111	116820618.0
20140112	80041533.0
20140113	164389088.0
20140114	194979118.0
20140115	114905112.0
20140116	136931314.0
20140117	154263565.0
20140118	107190052.0
20140119	117846810.0
20140120	259973410.0
20140121	176724296.0
20140122	183458941.0
20140123	332744686.0
20140124	188651670.0
20140125	131010888.0
20140126	214348269.0
20140127	260269121.0
20140128	256692351.0
20140129	274603869.0
20140130	99811984.0
20140131	29125625.0
20140201	51483587.0
20140202	35016210.0
20140203	92071628.0
20140204	61618152.0
20140205	70100225.0
20140206	89786438.0
20140207	356235057.0
20140208	134579390.0
20140209	143211947.0
20140210	418611061.0
20140211	315239225.0
20140212	425221290.0
20140213	301079648.0
20140214	233371566.0
20140215	110240413.0
20140216	139432186.0
20140217	314699059.0
20140218	246229299.0
20140219	247608257.0
20140220	276717727.0
20140221	206572952.0
20140222	129881807.0
20140223	237023147.0
20140224	326481227.0
20140225	349836501.0
20140226	476270827.0
20140227	660825256.0
20140228	282310184.0
20140301	148429245.0
20140302	163786963.0
20140303	360144530.0
20140304	278261421.0
20140305	275381156.0
20140306	366030834.0
20140307	274009352.0
20140308	157996615.0
20140309	169872578.0
20140310	296534165.0
20140311	267437055.0
20140312	298538230.0
20140313	255918695.0
20140314	270497983.0
20140315	242196362.0
20140316	188184766.0
20140317	420064650.0
20140318	341931886.0
20140319	414884867.0
20140320	304013906.0
20140321	280963645.0
20140322	200897470.0
20140323	160853972.0
20140324	318658552.0
20140325	362444778.0
20140326	257938486.0
20140327	326543305.0
20140328	372161003.0
20140329	138171183.0
20140330	256893459.0
20140331	497687416.0
20140401	280407782.0
20140402	234601543.0
20140403	259172151.0
20140404	171218775.0
20140405	130175071.0
20140406	86148848.0
20140407	151211943.0
20140408	241500693.0
20140409	301919971.0
20140410	292651452.0
20140411	263431235.0
20140412	177456118.0
20140413	199455537.0
20140414	315904149.0
20140415	333481946.0
20140416	258644563.0
20140417	259158950.0
20140418	212558260.0
20140419	161932743.0
20140420	175154181.0
20140421	416482875.0
20140422	329994810.0
20140423	289670313.0
20140424	348965167.0
20140425	231507912.0
20140426	110439209.0
20140427	241292798.0
20140428	413667536.0
20140429	340918574.0
20140430	274590040.0
20140501	113440731.0
20140502	103269793.0
20140503	174430184.0
20140504	282088123.0
20140505	324920452.0
20140506	295986647.0
20140507	221742769.0
20140508	267751934.0
20140509	158473997.0
20140510	258495276.0
20140511	142970887.0
20140512	338432936.0
20140513	250343867.0
20140514	297491596.0
20140515	435249186.0
20140516	200510199.0
20140517	179594252.0
20140518	145479624.0
20140519	422101826.0
20140520	197106347.0
20140521	292385050.0
20140522	295631432.0
20140523	223981714.0
20140524	233305829.0
20140525	147245163.0
20140526	415178334.0
20140527	369000169.0
20140528	381785376.0
20140529	402129748.0
20140530	276489019.0
20140531	153225467.0
20140601	111076626.0
20140602	157408750.0
20140603	372184784.0
20140604	327061084.0
20140605	302841375.0
20140606	217295228.0
20140607	206165504.0
20140608	180076832.0
20140609	241085611.0
20140610	282137606.0
20140611	277431859.0
20140612	256164551.0
20140613	284281673.0
20140614	289810759.0
20140615	217992393.0
20140616	383963086.0
20140617	331341050.0
20140618	358972950.0
20140619	322086055.0
20140620	333222993.0
20140621	169065467.0
20140622	232029485.0
20140623	444554691.0
20140624	342707532.0
20140625	319358448.0
20140626	498151313.0
20140627	307276813.0
20140628	199382031.0
20140629	238934317.0
20140630	425796747.0
20140701	358485374.0
20140702	364268994.0
20140703	257959811.0
20140704	253548445.0
20140705	168602028.0
20140706	250453540.0
20140707	332660498.0
20140708	363952447.0
20140709	308883169.0
20140710	322207184.0
20140711	266630674.0
20140712	173485119.0
20140713	218339981.0
20140714	272164963.0
20140715	369452520.0
20140716	278415089.0
20140717	204597291.0
20140718	162854740.0
20140719	122809272.0
20140720	157986108.0
20140721	325273684.0
20140722	307691465.0
20140723	289004852.0
20140724	284291000.0
20140725	233005216.0
20140726	152163398.0
20140727	281734449.0
20140728	393656353.0
20140729	185509598.0
20140730	278053927.0
20140731	269628521.0
20140801	282593743.0
20140802	162090956.0
20140803	121165959.0
20140804	248676024.0
20140805	278473251.0
20140806	247713799.0
20140807	283816788.0
20140808	204391027.0
20140809	143619719.0
20140810	223625820.0
20140811	385895199.0
20140812	254258310.0
20140813	308734578.0
20140814	252702796.0
20140815	221094668.0
20140816	158797400.0
20140817	194379633.0
20140818	385940924.0
20140819	247704409.0
20140820	244720592.0
20140821	185570807.0
20140822	232911054.0
20140823	196780196.0
